director_id,director,year,category
51540,TURI MEYER,2002,OFTA Television Award
51541,BOB SAGET,2014,Grammy
51544,THADDEUS O'SULLIVAN,2009,Primetime Emmy
51555,YÔJI YAMADA,2008,Lifetime Achievement Award
51624,TASSOS BOULMETIS,2016,Orpheus Award
51632,BILLY BOB THORNTON,1999,Oscar
51712,SAM FIRSTENBERG,1981,Gold Hugo
51713,ED HARRIS,2003,Oscar
51787,RAPHAËL NADJARI,2000,Silver Rosa Camuna
51799,ROBERT GUÉDIGUIAN,2008,Golden Berlin Bear
51837,MICHEL WYN,1987,7 d'Or
51838,FABRICE DU WELZ,2005,Grand Prize of European Fantasy Film in Silver
51853,JOHN DUIGAN,1997,Audience Award
51871,STACY TITLE,1994,Oscar
51875,RUPERT HARVEY,1991,Independent Spirit Award
51876,TOMÁS GUTIÉRREZ ALEA,1995,Silver Condor
51912,GILLES MIMOUNI,1997,César
51913,KAREL REISZ,1982,BAFTA Film Award
51929,MORTEN ARNFRED,1993,Golden Berlin Bear
51940,BERNHARD GRZIMEK,1960,Oscar
51945,CHRIS GEROLMO,1989,Golden Globe
51955,CHRISTIAN SCHWOCHOW,2015,Adolf Grimme Award
51983,HENRY WINKLER,1983,Golden Globe
52013,ALF BRUSTELLIN,1978,Golden Berlin Bear
52018,THOM EBERHARDT,1989,Special Jury Prize
52022,ALEJANDRO MONTEVERDE,2007,Grand Prize for Dramatic Feature
52025,NANA NEUL,2008,MFG Star
52031,MARIA BLOM,2005,Golden Iris
52037,FLORIAN SCHWARZ,2017,Adolf Grimme Award
52054,ARLENE SANFORD,2008,Primetime Emmy
52059,WOLF GREMM,1984,Critics' Award - Special Mention
52062,PETER DALLE,1998,Golden Dolphin
52068,JOHN SIMPSON,2005,International Fantasy Film Award
52073,GISABURŌ SUGII,1986,Ofuji Noburo Award
52075,FRED WOLF,1994,CableACE
52077,PAUL WENDKOS,1988,Primetime Emmy
52079,JACQUES RIVETTE,2007,Golden Berlin Bear
52106,FRÉDÉRIC SCHOENDOERFFER,2001,César
52107,PACO PLAZA,2008,Silver Scream Award
52138,DONATELLA MAIORCA,2010,Grand Prize Chéries-Chéris
52143,PADDY BREATHNACH,1998,Silver Precolumbian Circle
52163,STEVEN BAIGELMAN,2017,Black Reel
52164,ANTHONY PERKINS,1957,Oscar
52178,CHRIS MOORE,2017,Oscar
52193,KOLDO SERRA,2004,Grand Prize of European Fantasy Short Film in Gold
52203,ALEJO MOGUILLANSKY,2010,Silver Condor
52211,KRISTIJONAS VILDZIUNAS,2006,Un Certain Regard Award
52217,ANDREAS MORELL,2005,Best Portrait
52219,EIKE BESUDEN,2002,Emden Film Award
52220,OLIVIER VAN MALDERGHEM,2002,Best Short Film
52221,TOMMY CHONG,2017,BTVA Feature Film Voice Acting Award
52226,HANS STEINBICHLER,2013,Adolf Grimme Award
52241,KRISTINE PETERSON,1997,Grand Jury Prize
52242,ELAINE MAY,1999,Oscar
52264,FRANCO AMURRI,1996,François Truffaut Award
52268,CHRISTIAN FREI,2002,Oscar
52281,MIKE MENDEZ,2016,Daytime Emmy
52289,JEANETTE WAGNER,2006,Max Ophüls Award
52290,JÖRG BRUHN,2007,Short Film Award in Gold
52291,TILL ENDEMANN,2017,3Sat Audience Award
52303,LANCE HOOL,2000,ALMA Award
52304,CHRISTOPH HOCHHÄUSLER,2012,Adolf Grimme Award
52323,RICHARD PEARCE,1990,Primetime Emmy
52331,SAUL DIBB,2017,BAFTA TV Award
52340,MICHAEL SERESIN,2000,BAFTA Film Award
52343,WOLFGANG REINKE,2008,Editing Award
52344,OLIVIER SMOLDERS,2010,Grand Prix
52357,MAURICE DEVEREAUX,2007,Next Wave Special Jury Award
52359,ALEX SICHEL,1997,Teddy
52367,DENIS LANGLOIS,2004,Gemini
52368,TODD STEPHENS,1998,Grand Jury Award
52373,CRISTINA COMENCINI,2009,Grand Jury Prize
52405,MONICA STAMBRINI,2016,Jury Award
52409,ELIZABETH GILL,2003,Best Film
52421,PETER KERN,2001,Golden Berlin Bear
52428,EVA URTHALER,2005,Golden Leopard
52430,CESC GAY,2016,Silver Condor
52495,VALÉRIE MINETTO,2007,Jury Award
52497,PRATIBHA PARMAR,2013,Audience Choice Award
52505,MARCO BECHIS,2000,Silver Condor
52542,SÉBASTIEN LIFSHITZ,2013,Teddy
52562,PIERRE SANOUSSI-BLISS,2000,Emden Film Award
52563,ANTONIO CAPUANO,1997,Golden Precolumbian Circle
52586,DANIEL SCHWEIZER,2005,German Television Award
52591,ANTHONY BELL,2003,Daytime Emmy
52593,DAVID HEMMINGS,1973,Silver Berlin Bear
52604,GINA PRINCE-BYTHEWOOD,2014,AAFCA Award
52619,RUSSELL P. MARLEAU,2007,Best Dramatic Feature
52623,MARSHALL LEWY,2016,Primetime Emmy
52629,MANUELA STACKE,2012,Gold Plaque
52635,OZGUR UYANIK,2001,Canal+ Prize for Best European Short Film
52638,HYPE WILLIAMS,2016,BET Award
52645,PETER AVANZINO,2014,Primetime Emmy
52651,NOAM MURRO,2008,Grand Special Prize
52660,FRANK PIERSON,1976,Oscar
52693,CHARLES FERGUSON,2011,Oscar
52711,SCOTT JERALDS,2003,Daytime Emmy
52713,JOE SICHTA,2003,Daytime Emmy
52714,JACQUES DORFMANN,2001,International Fantasy Film Award
52718,MARCOS SIEGA,1999,Billboard Music Award
52727,MARTIN WOOD,2010,DGC Team Award
52739,JOHN GATINS,2013,Oscar
52747,RICK MORANIS,1982,Primetime Emmy
52752,MAKOTO SHINKAI,2012,Cristal
52768,JOHN AUGUST,2004,BAFTA Film Award
52782,ROBERT C. COOPER,2010,DGC Craft Award
52796,GREG RICHARDSON,2012,Leo
52800,ALEX GIBNEY,2008,Oscar
52876,GINO NICHELE,2003,DVD Premiere Award
52878,ART LINSON,2007,EDA Award
52883,BRIAN FLEMMING,1997,Special Jury Award
52886,ROCCO URBISCI,2008,Primetime Emmy
52900,HOWARD E. BAKER,1995,Daytime Emmy
52904,MARTIN GERO,2009,Canadian Comedy Award
52911,RICKI STERN,2011,EDA Award
52939,JOEL BERGVALL,1999,Oscar
52947,DOUG SWEETLAND,2009,Oscar
52952,FABIEN ONTENIENTE,1998,Special Jury Award
52954,PHILIPPE LE GUAY,2011,Audience Award
52965,CHRIS WILLIAMS,2015,Oscar
52985,AMBER BENSON,2005,Grand Jury Award
52989,NOEL CLARKE,2009,Rising Star Award
52995,DAVID BRUCKNER,2009,John Cassavetes Award
53000,GARY RYDSTROM,2016,Oscar
53063,JIM CAPOBIANCO,2008,Oscar
53069,BUD LUCKEY,2004,Oscar
53071,PETER TOLAN,2010,Primetime Emmy
53090,JEFF GARLIN,2012,Primetime Emmy
53108,JON KASDAN,2012,Grand Jury Prize
53109,JEFFREY BLITZ,2003,Oscar
53136,ALEXANDRA LIPSITZ,2016,Primetime Emmy
53143,BRAD GANN,2007,Cowboy Award
53145,MICHAEL CORRENTE,1994,Prix Tournage
53148,LAURIE COLLYER,2006,EDA Award
53166,ANDREW WAGNER,2004,Grand Jury Award
53171,MARK MAHON,2008,Alan J. Bailey Award
53182,DAVID ROSS,2010,Best Ensemble Cast
53184,ANTHONY GIORDANO,1995,CableACE
53185,CHRISTINE JEFFS,2002,Special Jury Award
53192,RAINER SIMON,1985,Golden Berlin Bear
53196,ROBERT B. WEIDE,1999,Oscar
53215,WALTER BECK,1983,Golden Gryphon
53216,GREGG BISHOP,1999,Jury Award
53223,CAM'RON,2004,Grammy
53224,CHARLES STONE III,2014,Black Reel
53229,MATTHIEW KLINCK,2005,People's Choice Award
53232,ALEX HOLDRIDGE,2001,Audience Award
53237,MITCHELL LICHTENSTEIN,2009,Golden Berlin Bear
53247,MASAYA KAKEI,2004,Encouragement Award
53248,DONAL MACINTYRE,2007,Grand Prix
53250,CLAYTON JACOBSON,2006,AFI Award
53256,PAUL DINELLO,2017,Primetime Emmy
53275,GAVIN O'CONNOR,1999,Jury Award
53280,WALTER MURCH,2004,Oscar
53319,TIM MCCANLIES,2000,BAFTA Children's Award
53326,ROB SCHNEIDER,1992,Primetime Emmy
53341,PAUL FOX,1964,Oscar
53353,TOM GREEN,2001,Blockbuster Entertainment Award
53364,TIM HAMILTON,2001,Palme d'Or - Best Short Film
53365,MICHAEL SHOWALTER,1995,CableACE
53372,JESSE PERETZ,2014,Gold Derby TV Award
53378,AARON RUSSO,1978,Primetime Emmy
53379,STUART TOWNSEND,1998,Best Actor
53383,MENHAJ HUDA,2006,Douglas Hickox Award
53386,JOE LYNCH,2017,Audience Award
53391,BILL MELENDEZ,1971,Oscar
53425,CHUCK PATTON,1999,Primetime Emmy
53427,JOSHUA SEFTEL,2016,Jury Prize
53444,COLIN CHILVERS,1979,Special Achievement Award
53448,BRIAN DANNELLY,2004,Best Feature
53449,YOSHIAKI KAWAJIRI,2004,Notable Entry
53451,HELEN HUNT,2013,Oscar
53559,ROBERT MORESCO,2006,Oscar
53587,GORAN DUKIC,2007,Audience Award
53605,EDWARD JAMES OLMOS,1989,Oscar
53652,VICTOR COOK,2002,Daytime Emmy
53656,BRIAN PIMENTAL,1999,Annie
53660,CHRIS WAITT,2005,BAFTA Scotland Award
53668,JAFAR PANAHI,2007,Cinema Unlimited Award
53732,JEFF FEUERZEIG,2016,Prix du jury
53740,BILL KROYER,1989,Oscar
53744,GUY MADDIN,2001,Jury Award
53785,PHIL ROMAN,1999,Primetime Emmy
53806,PETER HARRIS,1980,Primetime Emmy
53808,CHARLES VISSER,1997,Annie
53815,DAVID VON ANCKEN,2007,Gotham Independent Film Award
53821,MIKE BARKER,2012,Primetime Emmy
53826,SIMON HUNTER,2000,Grand Prize of European Fantasy Film in Silver
53830,NANETTE BURSTEIN,2000,Oscar
53846,ROEL REINÉ,2015,Tiantian Award
53855,JUSTIN RHODES,2008,Action on Film Award
53856,WALTER P. MARTISHIUS,2002,Primetime Emmy
53857,JEFFREY NACHMANOFF,1993,Audience Award
53859,CEM YILMAZ,2007,Best Actor
53861,TOMAS ALFREDSON,2012,Alexander Korda Award for Best British Film
53926,YANG YUN-HO,2010,Baek Sang TV
53929,ALEXANDRE BUSTILLO,2007,Golden Camera
53938,ANDREW KNIGHT,2017,BAFTA Film Award
53958,ESTEBAN SAPIR,2008,Silver Condor
53971,JENS LIEN,2006,Amanda
54012,ANDERS BANKE,2006,International Fantasy Film Award
54016,NIKOLAY LEBEDEV,2017,APKiT
54028,JULIEN LECLERCQ,2016,César
54029,ZOE R. CASSAVETES,2015,Grand Special Prize
54036,ALAN RAFKIN,1988,Primetime Emmy
54042,JEFF LAU,2006,BAFTA Film Award
54047,DAVID SELTZER,1977,Edgar
54057,GARY HUSTWIT,2008,Truer Than Fiction Award
54058,CHARLES A. NICHOLS,1992,Daytime Emmy
54062,JUN FALKENSTEIN,2000,Annie
54063,KIRK R. THATCHER,1998,Primetime Emmy
54065,KATE MONTGOMERY,2001,Audience Award
54067,NATHAN FRANKOWSKI,2016,American Indian Movie Award
54073,NICHOLAS RENTON,2002,BAFTA TV Award
54078,RICHARD SCHENKMAN,1998,Audience Award
54085,AMY BERG,2007,Oscar
54101,FRANC. REYES,2002,Emerging Filmmaker Award
54102,CHRISTOPHER GUEST,1976,Primetime Emmy
54128,ROBERT GREENWALD,1995,Primetime Emmy
54133,TIM FYWELL,1998,BAFTA TV Award
54142,CHUCK JONES,1996,Honorary Award
54163,CAROLE HOLLIDAY,2005,DVDX Award
54164,PHILLIP BORSOS,1980,Oscar
54173,RENÉ CARDONA,1957,Silver Ariel
54176,JOHN BOULTING,1960,BAFTA Film Award
54179,MASSIMO TROISI,1996,Oscar
54200,OLIVIER MEGATON,1996,Prix Panavision
54204,FUMIHIKO SORI,2003,Award of the Japanese Academy
54207,DIANNE JACKSON,1993,Primetime Emmy
54211,DJAMEL BENSALAH,2011,Golden Unicorn for Career Achievement
54214,JEON YUN-SU,2009,Grand Bell Award
54215,DAMON DASH,2005,WFCC Award
54216,ANGUS MACLANE,2017,EDA Award
54221,THEO AVGERINOS,2006,Jury Award
54222,OLLY BLACKBURN,2015,iHorror Award
54223,JULIE BERTUCCELLI,2013,Black Pearl Award
54250,SUE BROOKS,2015,Foxtel Movies International Award
54267,JOHN JUNKERMAN,1988,Oscar
54270,DENZEL WASHINGTON,2017,Oscar
54485,CHOOKIAT SAKVEERAKUL,2008,Golden Raven
54496,ROLF DE HEER,2013,Foxtel Movies Audience Award
54569,DYLAN KIDD,2003,CFCA Award
54586,STEPHEN LOW,1993,Genie
54587,DOUGLAS SIRK,1986,Honorary Award
54598,WILLIAM LAU,2005,DVDX Award
54600,LUCA GUADAGNINO,2017,Foxtel Movies International Award
54623,YVES SIMONEAU,2007,Primetime Emmy
54636,MIGUEL COURTOIS,2015,Globe de Cristal
54641,FRANCK KHALFOUN,2012,Gold Hugo
54644,JOHN MOFFITT,2010,Primetime Emmy
54678,CHANG CHEH,1970,Best Director
54679,JODY HILL,2009,EDA Special Mention Award
54682,PETER FLINTH,2005,Children's Jury Award
54693,AGUSTÍN DÍAZ YANES,1996,ADIRCAE Award
54718,JAKE PALTROW,2007,Crystal Globe
54722,ANDREY KRAVCHUK,2005,Golden Poznan Goat
54737,CHRIS PAINE,2006,EDA Special Mention Award
54739,JAMES WATKINS,2008,Douglas Hickox Award
54745,GEORGE PAVLOU,1987,International Fantasy Film Award
54746,KIM UI-SEOK,2004,Un Certain Regard Award
54747,MICHAEL HEGNER,2000,Children's Jury Award
54757,JOSHUA TICKELL,2017,Audience Choice
54760,SEAN ANDERS,2013,EDA Special Mention Award
54762,KENNETH KAINZ,2013,Adult's Jury Award
54771,THOMAS BANGALTER,2006,Golden Camera
54774,KYLE NEWMAN,1998,Red Ribbon Award
54775,ROBERT MEYER BURNETT,1998,New Directions Award
54780,ANDREWS JENKINS,2007,Filmmaker Award
54781,JON KEEYES,2015,Macabreite Award
54784,ZEV BERMAN,2003,Grand Jury Prize
54787,DAN CURTIS,1989,Primetime Emmy
54798,KAREN MONCRIEFF,2002,Gold Hugo
54807,STEFAN AVALOS,2017,Audience Award
54815,JOHN BOROWSKI,2004,Festival Trophy
54816,JEREMY SAULNIER,2013,Audience Award
54850,GREGORY LA CAVA,1938,Oscar
54854,MATTHEW RYAN HOGE,2003,Grand Special Prize
54856,MIKE WHITE,2000,BSFC Award
54870,T. SEAN SHANNON,2003,Primetime Emmy
54878,FRED DURST,2007,Jury Award
54879,ALBERTO CAVALCANTI,1954,Grand Prize of the Festival
54883,RUSSELL THOMAS,2008,Grammy
54885,DECLAN LOWNEY,2013,BAFTA TV Award
54896,MICHAEL CAMPUS,1996,Primetime Emmy
54899,KRISZTINA GODA,2006,Gold Hugo
54902,STIAN KRISTIANSEN,2008,Amanda
54908,FELIX HERNGREN,2014,Audience Choice Award
54917,OLE MARTIN HAFSMO,2008,Amanda
54920,NIKOLAJ ARCEL,2011,BAFTA Film Award
54957,MAGNUS MARTENS,2002,Special Prize in Memoriam R.W. Fassbinder
54960,CHARLES CORRELL,1985,Primetime Emmy
54962,TAY GARNETT,1960,DGA Award
54966,CHRIS BELL,2009,Cinema Eye Honors Award
54971,PIETER VERHOEFF,2009,Children's Jury Award
54981,JIEHO LEE,2000,Special Jury Award
54982,CHRISTOPHE VAN ROMPAEY,1997,Special Jury Award
55011,MAKOTO KAMIYA,2012,Asian Film Award
55014,ALEJANDRO DORIA,2007,Silver Condor
55026,FABIÁN BIELINSKY,2001,Grand Jury Prize
55047,MATTHEW DIAMOND,1999,Oscar
55067,STEVE GORDON,1982,Oscar
55070,SAVAGE STEVE HOLLAND,1994,Daytime Emmy
55073,SUSANNAH GRANT,2001,Oscar
55084,BASIL GELPKE,2007,Jury Prize
55090,MORTON DACOSTA,1963,Oscar
55093,MABROUK EL MECHRI,2011,Globe de Cristal
55094,PEGGY HOLMES,1998,Primetime Emmy
55097,NICOLAS VANIER,2015,Audience Choice Award
55102,MICHEL OCELOT,1981,BAFTA Film Award
55137,DANIEL MONZÓN,2001,Silver Scream Award
55163,FRANCIS GLEBAS,1993,Hugo
55164,AUSTIN CHICK,2012,Grand Jury Award
55167,BOBBY ROTH,1985,Golden Berlin Bear
55176,WILL FINN,2013,Cristal
55178,MAREK KANIEVSKA,1984,Palme d'Or
55180,ALAN SHAPIRO,1987,ACE
55183,GARY KATONA,1998,Annie
55186,PATRICK BOUCHITEY,1991,Palme d'Or
55192,PHILIPPE FAUCON,2000,Prize of the City of Amiens
55201,PHILIPPE DE CHAUVERON,2014,Emden Film Award
55205,LAURENT TUEL,2007,César
55207,JAMES MARQUAND,2006,The Michael Powell Award for Best British Feature Film
55209,ART CAMACHO,2015,Action on Film Award
55211,DOLPH LUNDGREN,2013,Lifetime Achievement Diamond Award
55214,ALBERT DUPONTEL,2014,César
55226,RICHARD BERRY,2016,Audience Award
55229,GÉRARD BITTON,2003,Audience Award
55230,MARC ESPOSITO,2003,Grand Prix des Amériques
55231,PHILIPPE HAREL,1997,Special Jury Award
55245,CHRISTIAN VINCENT,1998,Crystal Star
55257,JEAN-PAUL ROUVE,2005,César
55259,KIM CHAPIRON,2010,Jury Award
55261,ANNE-MARIE ETIENNE,1999,Audience Award
55262,CÉCILE TELERMAN,2005,Special Jury Award
55264,ERIC LARTIGAU,2015,César
55270,GUY JACQUES,1990,BAFTA Film Award
55278,DOUG ATCHISON,1999,Reel Frontier Award
55281,ANDY WOLK,1992,Silver FIPA
55287,PAUL SCHIBLI,1994,Primetime Emmy
55288,TONY CHARMOLI,1998,Primetime Emmy
55306,TOM ELLERY,2002,Daytime Emmy
55308,ALBERT MAGNOLI,1981,Merit Award
55309,HARRY WINER,2002,OFTA Television Award
55310,ULRIK IMTIAZ ROLFSEN,2006,Amanda
55313,RICHARD LOWENSTEIN,2014,AACTA Award
55323,ARTHUR LUBIN,1964,Boxoffice Blue Ribbon Award
55324,CRAIG MONAHAN,2015,ADG/DGA Finders Series Award
55336,DOUG PRAY,2001,Audience Award
55346,MICHAEL KALESNIKO,2001,Prix Tournage
55351,GEORGE CASEY,1998,Oscar
55355,KIETH MERRILL,1998,Oscar
55362,PER ÅHLIN,2006,Gullspira Award
55365,BAYLEY SILLECK,1997,Oscar
55366,BRIAN W. COOK,2005,Golden Hitchcock
55368,JOEL VIERTEL,2006,John Cassavetes Award
55369,JOHN ERICK DOWDLE,2015,BloodGuts UK Horror Award
55373,ANA KOKKINOS,2006,AFI Award
55388,LISA CHOLODENKO,2011,Oscar
55445,S.R. BINDLER,1997,Audience Award
55448,GABRIELLE SAVAGE DOCKTERMAN,2005,Angel Film Award
55449,RANDALL COLE,2009,Genie
55450,PAUL ANDREW WILLIAMS,2007,Carl Foreman Award for the Most Promising Newcomer
55466,MICHAEL CHAPMAN,1994,Oscar
55477,HAL HABERMAN,2007,Jury's Choice Award
55480,WILLIAM A. GRAHAM,1980,Primetime Emmy
55483,MONIQUE VAN DE VEN,2000,Grolsch Film Boulevard
55487,NICK BROOMFIELD,1992,Flaherty Documentary Award (TV)
55516,NORMAN Z. MCLEOD,1960,Star on the Walk of Fame
55517,VICTOR HEERMAN,1934,Oscar
55518,GARY BURNS,2001,Canadian Comedy Award
55531,KEONI WAXMAN,1995,Best Film
55532,MATTHEW SAVILLE,2015,AACTA Award
55558,ARIE POSIN,2002,Jury Award
55561,MIKE TOLLIN,1996,Oscar
55574,MAGGIE PEREN,2005,Adolf Grimme Award
55580,ALVY RAY SMITH,1998,Scientific and Engineering Award
55583,JAN PINKAVA,2008,Oscar
55598,RALPH EGGLESTON,2002,Oscar
55612,ANDREW JIMENEZ,2006,Oscar
55614,MICHAEL SCHULTZ,2004,Best Film
55620,PAUL GOLDMAN,2006,AFI Award
55631,RODRIGO GARCÍA,2006,Primetime Emmy
55654,ADRIAN SHERGOLD,2011,BAFTA TV Award
55669,BEN ROCK,2004,Best of ...
55676,BEN STASSEN,2010,European Film Award
55679,ANTÓNIO-PEDRO VASCONCELOS,2000,Crystal Star
55697,NOBORU IGUCHI,2012,Gold Hugo
55698,BEN ELTON,1990,BAFTA TV Award
55705,RYOO SEUNG-WAN,2016,Asian Film Award
55732,NICK MOORE,1998,BAFTA Film Award
55734,DIANE ENGLISH,1992,Primetime Emmy
55747,CLARK GREGG,2013,Saturn Award
55754,JULIA LOKTEV,2011,Grand Jury Prize
55781,TOM SCHULMAN,1990,Oscar
55787,DEB HAGAN,2005,Jury Prize
55798,CHRIS EIGEMAN,2009,John Cassavetes Award
55800,JOHN TURTURRO,2017,Golden Globe
55844,RANDALL MILLER,1993,CableACE
55848,RON FRICKE,2013,Eddie
55853,SEIJI MIZUSHIMA,2006,Best Animation Film
55855,LLOYD KAUFMAN,2003,Lifetime Achievement Award
55868,DAVE BULLOCK,2008,Primetime Emmy
55870,MASTER P,2000,Black Star Award
55872,RENPEI TSUKAMOTO,2010,Best Asian Movie
55873,SEAN MCNAMARA,2005,Primetime Emmy
55897,GEORGE BESSUDO,2017,Festival Prize
55900,TIM MATHESON,2003,Primetime Emmy
55903,LAMBERTO BAVA,1985,Special Award 'FantaItaly'
55906,STEPHEN CARPENTER,1984,Best Screenplay
55907,RAMON GIELING,2000,FIPRESCI Prize
55911,JEFF RENFROE,2006,Golden Pyramid
55920,DARREN ASHTON,2007,ADG Award
55923,FENG XIAOGANG,2010,Amazonas Award
55977,JAMES MARSH,2009,Oscar
56026,RICHARD MARTIN,1986,Genie
56030,BART FREUNDLICH,1998,Chlotrudis Award
56035,GARY LENNON,2014,Primetime Emmy
56040,ALFREDO DE VILLA,2002,Feature Film Award
56049,SCOTT STORM,2006,Best Film
56055,RICHARD ROXBURGH,2016,AACTA Award
56081,MAMORU HOSODA,2013,Black Tulip Award
56109,A.R. MURUGADOSS,2009,Popular Award
56123,TARUN MANSUKHANI,2009,Filmfare Award
56124,ASHUTOSH GOWARIKER,2009,Apsara Award
56155,DANIEL ALFREDSON,2010,Audience Award
56170,JESSE V. JOHNSON,2009,Best in Show
56176,MORI MASAKI,1984,Ofuji Noburo Award
56177,TOSHIO HIRATA,2015,Achievement Award
56178,WAYNE COYNE,2004,Annie
56179,DANTE NICO GARCIA,2008,Swarovski Trophy
56189,FYODOR BONDARCHUK,2010,Golden Orange
56214,ERIC RED,1992,Saturn Award
56216,MARK ATKINS,2015,Artemis
56222,SAM GREEN,2004,Oscar
56235,JUSTIN THEROUX,2016,Critics' Choice TV Award
56240,JIM HANON,2011,Best Oklahoma Film
56243,DAVID ELLIOT,1998,Maverick Spirit Award
56245,SHOJI KAWAMORI,2004,Notable Entry
56246,FRANK SEBASTIANO,2013,Primetime Emmy
56264,DAVID NERLICH,2008,IF Award
56266,NACHO VIGALONDO,2005,Oscar
56302,MICHAEL BAFARO,2002,DGC Team Award
56306,FRED SAVAGE,1991,Golden Globe
56331,DAVID WINKLER,2016,Black Reel
56332,ANIL MEHTA,2004,Apsara Award
56340,SHIMIT AMIN,2008,Apsara Award
56352,SIDDHARTH ANAND,2008,Art Cinema Award
56353,MATTHEW COLE WEISS,2002,Best Student Film
56354,DELMER DAVES,1959,DGA Award
56363,ANDERS MORGENTHALER,2006,Best Debut
56380,CLÉMENT VIRGO,2001,Black Film Award
56408,SIMON SHORE,1987,BAFTA Film Award
56416,CHARLIE PICERNI,2015,Actor
56419,ERIK SMITH MEYER,2001,Art of Film Award of Mannheim-Heidelberg
56420,ELIZABETH ALLEN ROSENBAUM,2017,DGA Award
56424,RICHARD JEFFERIES,1976,Achievement Award
56425,VIJAY KRISHNA ACHARYA,2007,Award for Technical Excellence
56429,SANJAY GADHVI,2007,Filmfare Award
56430,JASON FREELAND,1999,Prize of the City of Grândola
56432,GREGORY JACOBS,2013,Primetime Emmy
56435,DAVID LEAF,2002,Primetime Emmy
56439,JOHN CURRAN,1999,AFI Award
56452,HALDER GOMES,2013,Audience Award
56458,TERENCE H. WINKLESS,1995,Family Film Award
56460,JOEL SOISSON,2017,Leo
56461,JONATHAN DILLON,2009,Golden Honu Award
56469,OLAF LUBASZENKO,2000,Grand Prix
56477,FLORIAN GAAG,2009,Adolf Grimme Award
56482,DARREN GRODSKY,2014,Honors
56483,D. JUD JONES,2007,Cristal
56484,MICHAEL BLIEDEN,2011,Primetime Emmy
56488,CHRIS SMITH,2004,Audience Award
56502,MARTY CALLNER,2011,Primetime Emmy
56520,ANTHONY LEONDIS,2006,Annie
56522,RAUL INGLIS,1998,Gold Hugo
56525,CHARLES GUARD,1999,First Prize (Short Films)
56527,ADAM RAPP,2007,Festival Prize
56530,KIM MOON-SAENG,2006,The Annecy Cristal
56533,CHRIS HEGEDUS,1994,Oscar
56554,WARD SERRILL,2014,Documentary Award
56556,ERIC CHAIKIN,2007,Grand Jury Prize
56561,HENRY ALEX RUBIN,2006,Oscar
56573,AMIR BAR-LEV,2014,Audience Award
56595,FRANÇOIS GIRARD,1999,ACCA
56610,DAVID SINGTON,2007,Grand Prize
56620,EUGENE JARECKI,2012,Black Pearl Award
56635,ADAM DEL DEO,2010,Cinema Eye Audience Choice Prize
56639,FÉLIX ENRÍQUEZ ALCALÁ,2007,Primetime Emmy
56649,MARS CALLAHAN,1987,Young Artist Award
56650,JONATHAN HOCK,2005,Audience Award
56654,KENNETH LONERGAN,2017,Oscar
56786,DARNELL MARTIN,2013,Black Reel
56795,JOSS WHEDON,1996,Oscar
56854,HENRI SAFRAN,1983,AFI Award
56856,SAM JONES,1981,Best New Star Award
56859,CATHY MALKASIAN,2003,BAFTA Children's Award
56863,DAVID LELAND,1987,Golden Globe
56874,GEORGE C. WOLFE,2005,Primetime Emmy
56883,ELSA KVAMME,2011,Amanda
56890,GEORGE HUANG,1995,Critics Award
56892,SHANE CARRUTH,2013,Jury Award
56919,CHRISTOPHER FOLINO,2014,International Fantasy Film Award
56922,AMNON BUCHBINDER,2005,Canadian Award - Honorable Mention
56932,BRANT SERSEN,2005,Grand Jury Prize
56939,J.M. KENNY,2003,DVD Premiere Award
56942,PRESTON A. WHITMORE II,2008,Image Award
56943,JENS JONSSON,2008,Golden Athena
56967,MARILYN AGRELO,2006,Christopher Award
56973,BRENDAN MALLOY,2015,DGA Award
56975,MICHELE PLACIDO,1999,Actor's Mission Award
57033,JEFF BALSMEYER,1992,SACD Award
57037,MATTHIAS LEHMANN,1998,Audience Award
57041,RAM GOPAL VARMA,2006,Filmfare Award
57064,STEWART HENDLER,2013,IAWTV Award
57067,JIM KOUF,2016,Hugo
57068,ALEJANDRO LOZANO,2005,Golden Precolumbian Circle
57069,FRANCIS HUSTER,2003,7 d'Or
57071,SAUL METZSTEIN,2002,BAFTA Scotland Award
57083,TIM JOHNSON,2011,Annie
57091,ANTOINE DE MAXIMY,2009,César
57092,MARTIN PROVOST,2003,Prix Tournage
57098,HAMISH ROTHWELL,2001,Film Award
57099,BETH MURPHY,2012,Black Pearl Award
57102,CRAIG LUCAS,2004,Chlotrudis Award
57106,DAVID E. TALBERT,2017,EDA Special Mention Award
57108,DANIEL WATERS,2010,Felix
57115,MARNI BANACK,1998,Franklin J. Schaffner Fellow Award
57120,TODD BREAU,2007,Audience Award
57122,JOHN SCHULTZ,2017,DGA Award
57126,LUIS ESTRADA,2000,Los Charales Award
57154,VINCENT PÉREZ,2016,Golden Berlin Bear
57167,CY ENDFIELD,1958,BAFTA Film Award
57169,JEFFREY SCHWARZ,2007,Audience Award
57197,ALEX KENDRICK,2012,Grace Award
57202,PETER BURGER,2009,General TV Award
57204,ROD AMATEAU,1956,Primetime Emmy
57206,NORTON VIRGIEN,1997,Primetime Emmy
57215,MARCUS OLSSON,2000,Oscar
57217,CHRISTOPHE HONORÉ,2007,Best Director
57229,TOMMY WIRKOLA,2014,Best Picture
57240,CHRISTOPHER NIELSEN,2007,Cristal
57242,YOJIRO TAKITA,2009,Award of the Japanese Academy
57262,EDUARDO SÁNCHEZ,2000,ALMA Award
