director_id,director,year,category
20952,BRIAN GIBSON,1991,Primetime Emmy
20956,CHRISTOPHER MCQUARRIE,1996,Oscar
20967,XAVIER GENS,2012,Gold Hugo
20972,DOMINIK MOLL,2001,BAFTA Film Award
20985,JON AVNET,2007,Primetime Emmy
20999,SIMON WINCER,1989,Primetime Emmy
21006,PAUL HAGGIS,2007,Oscar
21095,BRONWEN HUGHES,2014,Canadian Screen Award
21099,IRWIN WINKLER,1991,Oscar
21120,GEORGE SLUIZER,1998,Golden Berlin Bear
21147,RICHARD LAGRAVENESE,1992,Oscar
21169,ROGER DONALDSON,2006,AFI International Award
21178,STEPHEN HEREK,2016,Christopher Award
21187,PETER HEWITT,1990,BAFTA Film Award
21189,ULLI LOMMEL,1973,Golden Berlin Bear
21191,HELGE SCHNEIDER,2005,Lifetime Achievement Award
21193,ROBERT ALDRICH,1956,Silver Berlin Bear
21206,SEBASTIAN SCHIPPER,2015,Bambi
21222,ALFRED VOHRER,1975,Golden Prize
21224,ERIC STEEL,2006,Gold Hugo
21226,LUC JACQUET,2006,Oscar
21240,GEORGES LAUTNER,1987,7 d'Or
21244,BUDD BOETTICHER,1952,Oscar
21247,TOM GRIES,1977,Primetime Emmy
21256,TAYLOR HACKFORD,2005,Oscar
21281,BETTINA BLÜMNER,2007,DIALOGUE en Perspective
21287,TED POST,1955,Primetime Emmy
21293,J. LEE THOMPSON,1962,Oscar
21304,ELI ROTH,2004,Filmmaker's Showcase Award
21324,STUART GORDON,1993,Grand Prize
21344,ROB ZOMBIE,2009,Eyegore Award
21356,MARCUS H. ROSENMÜLLER,2007,Bavarian Film Award
21362,SIMON WEST,2000,SFFCC Award
21364,STEPHEN NORRINGTON,2003,Directors' Week Special Jury Award
21368,BRET MICHAELS,2008,BMI Cable Award
21370,STEVEN ZAILLIAN,2012,Oscar
21450,DAGUR KÁRI,2003,Best Nordic Newcomer
21494,JOHN MADDEN,1999,Oscar
21526,MARTIN RITT,1964,Oscar
21542,JON FAVREAU,2005,Primetime Emmy
21557,ROB MINKOFF,2014,BAFTA Children's Award
21563,SANDRA NETTELBECK,2005,Golden Poznan Goat
21580,RICHARD QUINE,1961,Golden Laurel
21581,ROB COHEN,1999,DGA Award
21585,RALF WESTHOFF,2011,VGF Award
21599,PAUL MAY,1960,Best Film
21600,DORIS DÖRRIE,2011,Adolf Grimme Award
21626,JOHN SAYLES,1997,Oscar
21681,HEIDI EWING,2007,Oscar
21716,PAUL HOUGH,2003,Audience Award
21735,DAVIS GUGGENHEIM,2007,Oscar
21767,GILLES BOURDOS,2012,Un Certain Regard Award
21770,DAVID L. CUNNINGHAM,2001,Golden Maile Award
21772,CLAUDE CHABROL,1998,Grand Jury Prize
21820,HERBERT ROSS,1978,Oscar
21829,GEORGE MARSHALL,1967,Golden Laurel
21833,LEE H. KATZIN,1985,Primetime Emmy
21836,ROBERT VINCENT O'NEILL,1984,Audience Award
21837,GREGG ARAKI,2004,Jury Award
21854,JIM FALL,1999,"Reader Jury of the ""Siegessäule"""
21857,MICHAEL SCHORR,2003,Grand Prix
21871,MICHAEL WINNER,1978,Saturn Award
21872,ANTHONY RUSSO,2004,Primetime Emmy
21882,PETER SEGAL,2014,OFTA Television Award
21883,MENAHEM GOLAN,1987,BAFTA Film Award
21895,JOHN SCHLESINGER,1972,Oscar
21940,KEVIN SMITH,2008,Lifesaver Achievement Award
21975,EDWARD DMYTRYK,1948,Oscar
21995,DICK RICHARDS,1983,Oscar
21997,MARINA DE VAN,1999,Gold Hugo
22016,VIRGINIE WAGON,2000,Prix Tournage
22024,NIELS ARDEN OPLEV,2011,EDA Award
22051,JOHN BRAHM,1960,DGA Award
22053,ROBERT MONTGOMERY,1942,Oscar
22060,CHARLES B. PIERCE,1987,Primetime Emmy
22061,ONDI TIMONER,2015,Foxtel Movies International Award
22083,JULIE DELPY,2014,Oscar
22163,PAUL BOGART,1996,Primetime Emmy
22193,BOB RAFELSON,1971,Oscar
22204,JESSICA YU,1997,Oscar
22224,HERBERT REINECKER,1969,Bambi
22230,NELSON SHIN,2005,Special Jury Award
22231,SERGIO M. CASTILLA,2000,Honorable Mention of the Children's Cinema Competition Jury
22235,RICHARD MICHAELS,1980,Special Jury Prize
22238,JEAN NEGULESCO,1949,Oscar
22246,SEBASTIAN GUTIERREZ,1999,Critics Award
22250,JOHN BOORMAN,1988,Oscar
22297,BILLE AUGUST,1993,Primetime Emmy
22335,JOHN MILIUS,1980,Oscar
22344,JOHN KORTY,1978,Oscar
22358,MARCEL OPHÜLS,1989,Oscar
22373,RANDA HAINES,1984,Primetime Emmy
22386,IRVIN KERSHNER,1977,Primetime Emmy
22394,RICHARD MARQUAND,1984,Saturn Award
22399,MANUEL HUERGA,2006,Barcelona Film Award
22413,JACQUES ROUFFIO,1986,Golden Berlin Bear
22417,SIJIE DAI,2002,Un Certain Regard Award
22430,PAUL WEITZ,2003,Oscar
22441,ALEJANDRO AMENÁBAR,2002,BAFTA Film Award
22519,ROSA VON PRAUNHEIM,2015,Panorama Audience Award
22535,KONRAD WOLF,1980,FIPRESCI Prize
22547,CYRIL TUSCHI,1996,Panorama Award of the New York Film Academy - Special Mention
22551,UTE WIELAND,2013,Adolf Grimme Award
22552,GILLES MARCHAND,2003,Golden Camera
22561,KEREN YEDAYA,2004,Award of the Israeli Film Academy
22578,SARAH POLLEY,2008,Oscar
22688,GERD OSWALD,1960,Golden Lion
22689,SAM GARBARSKI,2007,"Reader Jury of the ""Berliner Morgenpost"""
22702,MARC WEBB,2009,CFCA Award
22714,SYLVAIN WHITE,2008,Image Award
22715,TOD WILLIAMS,2005,Independent Spirit Award
22720,MICHAEL APTED,2006,BAFTA TV Award
22758,ERIC BRESS,2004,Pegasus Audience Award
22761,BEEBAN KIDRON,2003,BAFTA TV Award
22766,BRUCE CAMPBELL,2017,Saturn Award
22784,ACHIM VON BORRIES,2014,Adolf Grimme Award
22802,ANDREW DAVIS,1994,Golden Globe
22806,ROBERT TOWNE,1985,Oscar
22827,JOACHIM RØNNING,2013,Public Choice Award
22835,TAKASHI SHIMIZU,2012,Silver Raven
22842,TOBY WILKINS,2006,Audience Award
22847,TIM STORY,2005,Black Movie Award
22853,MICHAEL ANDERSON,2013,Festival Award
22854,RADU MIHAILEANU,2011,Audience Award
22896,EMANUELE CRIALESE,2007,EDA Award
22966,IRVING PICHEL,1951,Bronze Berlin Bear
22971,BERTRAND TAVERNIER,1990,BAFTA Film Award
23052,JAMES GRAY,2013,Palme d'Or
23076,ANNO SAUL,2000,Audience Favorite Choice Award
23082,GEORGE MILLER,2016,Oscar
23191,CHEN KAIGE,1994,BAFTA Film Award
23232,CRISTIAN MUNGIU,2008,Award of the Argentinean Academy
23310,NAOMI KAWASE,1997,Golden Unicorn
23356,VINCENT PARONNAUD,2008,Oscar
23398,CARLOS REYGADAS,2008,Anonimul Trophy
23456,LEE CHANG-DONG,2016,Asia Pacific Screen Award
23511,RACHID BOUCHAREB,1998,Best First Feature (International)
23566,ADAM SHANKMAN,2010,Primetime Emmy
23572,GARY SINYOR,1989,Gold Hugo
23577,STEVEN BRILL,2014,Razzie Award
23580,CLAUDE SAUTET,1997,BAFTA Film Award
23611,FLORENT-EMILIO SIRI,2010,CinEuphoria
23614,ÉTIENNE CHATILIEZ,1986,7 d'Or
23621,KURT HOFFMANN,1996,Honorary Award
23635,MATTHEW BRODERICK,1987,Golden Globe
23651,ANTOINE FUQUA,2014,Hollywood Award
23662,ROBERT FUEST,1976,Special Jury Award
23664,PREDRAG ANTONIJEVIĆ,1984,UNICEF Award
23665,ALEJANDRO AGRESTI,2004,Silver Condor
23701,JOHN DAHL,2003,Franklin J. Schaffner Award
23713,RUSSELL MULCAHY,1985,Grand Prize
23721,ALEX PROYAS,1999,Saturn Award
23733,TOM MCCARTHY,2016,Oscar
23887,MICHAEL CRISTOFER,1998,Primetime Emmy
23898,GRIFFIN DUNNE,1996,Oscar
23908,NICOLAS WINDING REFN,2012,David Lean Award for Direction
23979,BRAD BIRD,2008,Oscar
24034,PIERRE JOLIVET,2003,Golden Pyramid
24047,JONATHAN LYNN,1988,Writers' Award (TV)
24054,JEZ BUTTERWORTH,2015,Saturn Award
24060,ANDRZEJ BARTKOWIAK,2006,Special Award
24063,PETER MEDAK,1989,ACE
24067,KURT VOSS,2002,Edgar
24072,ROBBY HENSON,1991,Grand Jury Prize
24073,DICK MAAS,1984,Grand Prize
24090,JOHN RICH,2005,Grammy
24091,RICHARD GREENBERG,2013,Daytime Emmy
24092,JOHN PUTCH,2003,Audience Award
24118,GEORGE SIDNEY,1958,Golden Globe
24139,ROD LURIE,2001,Alan J. Pakula Award
24145,MARIO GARIAZZO,1975,Golden Gryphon
24146,RICHARD C. SARAFIAN,1976,Gold Hugo
24147,RALPH THOMAS,1961,Golden Berlin Bear
24150,JOHN HUGHES,2002,Feature Film Award
24151,BRETT RATNER,2017,Primetime Emmy
24161,GÉRARD KRAWCZYK,1987,César
24167,BRIAN HELGELAND,2004,Oscar
24219,HIRONOBU SAKAGUCHI,2000,Hall of Fame
24220,PAUL SCHRADER,1981,Golden Globe
24251,CARL FRANKLIN,2014,Primetime Emmy
24270,MARC ROTHEMUND,2003,Adolf Grimme Award
24293,HOWARD DEUTCH,1991,ACE
24295,RICHARD RUSH,1981,Oscar
24302,LEWIS TEAGUE,1987,Audience Jury Award
24304,NICK LYON,1997,Special Prize of the Young Jury
24308,DAVID DRURY,1994,BAFTA TV Award
24315,GEORGE PAL,1948,Oscar
24330,SIMON WELLS,2007,Annie
24334,ANDREW LAU,2007,Asian Film Award
24355,MARK RYDELL,1982,Oscar
24370,HARALD ZWART,1994,Youth Jury Award
24371,ULI EDEL,2015,Primetime Emmy
24389,CECILIA PECK,1994,Golden Globe
24398,IRWIN ALLEN,1975,Oscar
24405,KARI SKOGLAND,2015,Canadian Screen Award
24435,MALCOLM MOWBRAY,1986,Evening Standard British Film Award
24438,MURALI K. THALLURI,2006,AFI Award
24440,PETER TIMM,1996,Bavarian Film Award
24448,DAVID WAIN,2016,Primetime Emmy
24462,NILS GAUP,2013,Amanda
24471,DANIEL SACKHEIM,2007,Primetime Emmy
24478,COLIN NUTLEY,2000,Best Feature
24490,CIARÁN TANHAM,2008,IFTA Award
24493,MARÍA LIDÓN,2003,Grand Prize of European Fantasy Film in Gold
24500,BENJAMIN QUABECK,1998,Best Animation Film
24508,FRANK OZ,1981,Primetime Emmy
24534,MARION HÄNSEL,1996,Best Belgian Film - Special Mention
24550,MICHAEL FISCHA,2003,Genre Award
24551,FRANK BEYER,1999,Adolf Grimme Award
24568,WALTER BANNERT,1984,Gold Hugo
24571,JULIEN TEMPLE,2013,Broadcasting Press Guild Award
24589,MAX FÄRBERBÖCK,2011,Adolf Grimme Award
24608,OLE BORNEDAL,2002,Amanda
24632,JOHANNES FABRICK,2013,Adolf Grimme Award
24641,FRANK VOGEL,1990,FIPRESCI Prize - Honorable Mention
24643,EGON GÜNTHER,1992,Adolf Grimme Award
24649,KURT MAETZIG,1948,Bambi
24656,WERNER W. WALLROTH,1983,Golden Prize
24657,GÜNTER REISCH,1981,Gold Hugo
24663,ROLAND GRÄF,1991,Golden Rosa Camuna
24672,HEINER CAROW,1990,Silver Berlin Bear
24681,GERHARD KLEIN,1990,FIPRESCI Prize - Honorable Mention
24683,RALF KIRSTEN,1980,Jury Prize
24685,LEANDER HAUSSMANN,1996,Bambi
24695,HAROLD BECKER,1994,Best Director
24697,AUBREY POWELL,1995,CableACE
24698,JOACHIM KUNERT,1965,Grand Prix
24699,COSTA-GAVRAS,1983,Oscar
24751,JOHANNES SCHAAF,1966,Teleplay Award - Special Recommendation
24758,ROBERT SHAYE,1992,President's Award
24763,TIMUR BEKMAMBETOV,2015,Asia Pacific Screen Award
24779,MATTHEW VAUGHN,2005,Carl Foreman Award for the Most Promising Newcomer
24800,PENNY MARSHALL,1980,Golden Globe
24820,MAURICE PIALAT,1984,Golden Berlin Bear
24838,ZACH HELM,2007,Saturn Award
24843,BEN SOMBOGAART,1996,UNICEF Award
24879,DAVID LACHAPELLE,2004,Jury Award
24883,PETER KASSOVITZ,1979,César
24887,BERNHARD SINKEL,1978,Golden Berlin Bear
24896,JOE PYTKA,2016,Lifetime Achievement Award
24913,PETER SCHULZE-ROHR,1986,Adolf Grimme Award
24917,ARMIN MUELLER-STAHL,1997,Oscar
24949,PATRICE CHÉREAU,1996,BAFTA Film Award
24978,AXEL CORTI,1995,Adolf Grimme Award
24987,JOSHUA BRAND,2016,Primetime Emmy
25010,DETLEF RÖNFELDT,1995,Adolf Grimme Award
25012,UWE BOLL,2008,Leo
25022,BEN YOUNGER,2000,Jury Special Prize
25027,JEAN STEWART,1995,CableACE
25028,HARLEY COKELISS,1989,International Fantasy Film Award
25032,ERIC SMALL,2012,IAWTV Award
25033,PHIL ALDEN ROBINSON,1990,Oscar
25055,GEORGE GALLO,2006,Jury Award
25056,ALEKSANDR BURAVSKY,2014,Golden Eagle
25059,GÉRARD PIRÈS,1969,UNICRIT Award
25063,ROGER YOUNG,1981,Primetime Emmy
25069,HEINRICH BRELOER,2002,Adolf Grimme Award in Gold
25092,HEINER STADLER,1993,Bavarian Film Award
25097,JIA ZHANGKE,2013,Black Pearl Award
25175,LARS BÜCHEL,2009,Children's Jury Award
25179,MIKE BINDER,2001,Alan J. Pakula Award
25182,NIGEL COLE,2000,British Independent Film Award
25186,PAOLO TAVIANI,2009,Career Award
25261,MICHAEL CRICHTON,1995,Technical Achievement Award
25283,ALEKSANDR ALOV,1971,Palme d'Or
25291,ÉDOUARD MOLINARO,1980,Oscar
25297,IRADJ AZIMI,1983,Gold Hugo
25298,JEAN-PIERRE MOCKY,1982,Critics Award
25308,BENOÎT LAMY,1973,Diploma
25313,SERGEI YUTKEVICH,1966,Best Director
25326,JULIEN DONADA,1997,Best Film Award
25327,RENÉ FÉRET,1977,Palme d'Or
25336,PIERRE SCHOENDOERFFER,1968,Oscar
25343,GÉRARD BRACH,1988,BAFTA Film Award
25349,JEAN-DANIEL VERHAEGHE,1993,7 d'Or
25351,RODNEY MCDONALD,2000,Silver Award
25352,LOUIS GROSPIERRE,1962,Film Award in Silver
25354,RENÉ MANZOR,1990,Best Film
25356,KEI KUMAI,1973,Best Film
25388,ERIPRANDO VISCONTI,1962,Award of the City of Imola
25389,GABI KUBACH,1984,Grand Prize
25391,FRANCO ZEFFIRELLI,1983,Oscar
25424,BERNARD TOUBLANC-MICHEL,1964,Golden Berlin Bear
25425,HENRI HELMAN,1996,Grand Prix Téléfilm
25426,JACQUES DEMY,1969,Oscar
25441,JAVIER BALAGUER,2002,CEC Award
25444,JAMES YUKICH,1994,CableACE
25450,GEORGE SEATON,1971,Oscar
25475,ROGER CHRISTIAN,1980,Oscar
25483,CATHERINE HARDWICKE,2003,Grand Prix
25503,MARCEL CARNÉ,1983,BFI Fellowship
25521,JOHNNIE TO,2008,Asia Pacific Screen Award
25603,FERNANDO TRUEBA,2012,Oscar
25651,STEFEN FANGMEIER,2004,Oscar
25674,PAUL GREENGRASS,2007,Oscar
25766,JACK CLAYTON,1960,Oscar
25779,HIROKAZU KOREEDA,2013,Child Protection Award
25866,GIANFRANCO DE BOSIO,1963,Pasinetti Award
25869,JAMES L. BROOKS,1998,Oscar
25971,JOHN PATRICK SHANLEY,2009,Oscar
25997,GÉRARD JUGNOT,2005,César
26002,AMY HOLDEN JONES,1994,Razzie Award
26003,ANAND TUCKER,2004,Alexander Korda Award for Best British Film
26010,JAMES ORR,1987,Primetime Emmy
26011,NORMAN RENÉ,1990,Critics Award
26014,MARK L. LESTER,2016,Lifetime Achievement Award
26017,BONNIE HUNT,2004,Golden Globe
26034,LUIS LLOSA,1998,Razzie Award
26035,ERIC TSANG,2006,Golden Deer
26050,TSUI HARK,1995,Best Director
26092,RINGO LAM,2008,Orient Express Section Grand Prize
26099,LIU CHIA-LIANG,1997,Best Asian Film
26105,DAVID SLADE,2006,Grand Special Prize
26114,GARY ROSS,2004,Oscar
26142,LESLIE H. MARTINSON,1972,Golden Gryphon
26144,KEN FINKLEMAN,1977,Primetime Emmy
26172,DANIEL MYRICK,2000,Bram Stoker Award
26189,TOMMY LEE WALLACE,1981,Saturn Award
26192,HIDEO NAKATA,2002,Silver Raven
26207,LEOPOLD GRÜN,2014,Bavarian Film Award
26209,WANG QUAN'AN,2010,Asia Pacific Screen Award
26228,DUŠAN MILIĆ,2004,Best First Feature
26236,ROBERT LIEBERMAN,2017,DGC Team Award
26237,RAFFAELE MERTES,1993,Golden Globe
26239,ATIQ RAHIMI,2012,Black Pearl Award
26256,ERMANNO OLMI,1961,Sutherland Trophy
26319,EMILIO MARTÍNEZ LÁZARO,1993,Golden Precolumbian Circle
26336,RÉGIS WARGNIER,1994,BAFTA Film Award
26348,ROBERT MARKOWITZ,1991,Primetime Emmy
26353,WILLIAM KAREL,2003,Adolf Grimme Award
26359,MART DOMINICUS,1996,Prize of the City of Utrecht
26360,JOHN HERZFELD,1998,Primetime Emmy
26365,PAUL DRIESSEN,2000,Oscar
26397,FONS RADEMAKERS,1961,Silver Berlin Bear
26407,ALEX VAN WARMERDAM,2013,Grand Jury Prize
26477,ALEXANDER PAYNE,2014,Oscar
26663,STEPHAN ELLIOTT,1995,BAFTA Film Award
26675,JEAN VAN DE VELDE,2009,Un Certain Regard Award
26690,LEOS CARAX,1993,BAFTA Film Award
26732,SHARI SPRINGER BERMAN,2004,Oscar
26773,PAUL FLAHERTY,1998,Primetime Emmy
26787,DAVID TWOHY,2001,Bram Stoker Award
26795,BEN STILLER,2013,Primetime Emmy
26850,PETER CHUNG,2011,Primetime Emmy
26854,PIER GIUSEPPE MURGIA,1981,Best New Director
26855,JEAN-CHRISTOPHE AVERTY,1969,Bambi
26857,LINA WERTMÜLLER,1977,Oscar
26882,INGO J. BIERMANN,2014,Grand Prize Chéries-Chéris
26885,PETER ZADEK,1997,Adolf Grimme Award
26891,CLAUDE DE GIVRAY,1989,César
26893,DAVID ZUCKER,1982,Primetime Emmy
26898,JULIO D. WALLOVITS,2003,ADIRCAE Award
26911,ANDRE SCHNEIDER,2014,Festival Prize
26916,ANTONIN SVOBODA,2017,Austrian Film Award
26924,ÉRIC ROHMER,1971,Oscar
26973,CLAUDE BERRI,1981,Oscar
26993,JOHN APPEL,2009,Best Dutch Documentary
26998,MICHAEL RYMER,2009,Primetime Emmy
27029,HERRMANN ZSCHOCHE,1990,FIPRESCI Prize - Honorable Mention
27037,ROBERT DUVALL,2015,Oscar
27150,TAKASHI MIIKE,2011,Asian Film Award
27227,ALAIN CHABAT,2007,César
27234,RAND RAVICH,1999,Best Film
27235,SAÂD CHRAÏBI,2004,Golden Crow Pheasant
27238,HORST SEEMANN,1984,Golden Berlin Bear
27241,COLIN TEAGUE,2011,BAFTA TV Award
27245,ARTHUR MARIA RABENALT,1961,Grand Prix
27248,THEO VAN GOGH,2006,Best Fiction Program
27262,MICHAEL RADFORD,1996,Oscar
27292,HUGH WILSON,1990,Primetime Emmy
27303,KEN KWAPIS,2007,Primetime Emmy
27314,ROD HARDY,2008,CGS Award
27316,JULIAN JARROLD,2013,Primetime Emmy
27329,HANK BRAXTAN,2007,Daytime Emmy
27331,TIMOTHY BOND,1989,ACE
27336,GEORGE MONTGOMERY,1986,Golden Boot
27339,MANUEL MUR OTI,1950,"""Jimeno"" Revelation Award"
27342,LUCIO FULCI,1986,Fear Section Award
27344,MARIO BAVA,1978,Medalla Sitges en Plata de Ley
27345,BASIL DEARDEN,1960,BAFTA Film Award
27353,BOB KEEN,1994,Saturn Award
27358,STUART ORME,2005,BAFTA Children's Award
27366,NICOLAS GESSNER,1978,Saturn Award
27369,DAVID SWIFT,1968,WGA Award (Screen)
27371,CARL FOREMAN,1973,Oscar
27392,ROUBEN MAMOULIAN,2016,Special Award
27402,MIKAEL HÅFSTRÖM,2004,Lino Brocka Award
27416,CHARLES JARROTT,1970,Golden Globe
27419,TERENCE FISHER,1959,Hugo
27420,DAVID WINTERS,1970,Primetime Emmy
27426,JERRY BELSON,1999,Primetime Emmy
27445,ABEL GANCE,1981,Academy Fellowship
27450,ERLE C. KENTON,1946,Hugo
27451,MARVIN J. CHOMSKY,1988,Primetime Emmy
27463,KENNETH BRANAGH,2012,Oscar
27548,MATÍAS BIZE,2016,Silver Condor
27569,DAVID WICKES,1983,ACE
27570,PAUL MORRISSEY,1984,Gold Hugo
27576,BETTY THOMAS,1996,Primetime Emmy
27597,PHIL KARLSON,1960,Primetime Emmy
27600,KEVIN CONNOR,1970,BAFTA Film Award
27602,KING VIDOR,1979,Honorary Award
27621,LLOYD BACON,1937,Mussolini Cup
27624,LEO MCCAREY,1958,Oscar
27642,JIM MALLON,1995,Primetime Emmy
27650,JAMES ORMEROD,1975,BAFTA TV Award
27651,GLENN A. JORDAN,1994,Primetime Emmy
27667,BURT BRINCKERHOFF,1981,Primetime Emmy
27671,JED MERCURIO,2006,BAFTA TV Award
27687,ROGER CORMAN,2010,Honorary Award
27716,CHARLES BARTON,1934,Oscar
27718,ROWLAND V. LEE,1938,Mussolini Cup
27720,MARK SANDRICH,1937,Mussolini Cup
27722,JOHN CROMWELL,1946,Grand Prize of the Festival
27727,PRESTON STURGES,1945,Oscar
27734,BRYAN FORBES,1961,Oscar
27754,MICHAEL CATON-JONES,2016,Audience Award
27762,JAMES HAWES,2010,BAFTA TV Award
27771,PETER GREENAWAY,2014,BAFTA Film Award
27824,VALERY TODOROVSKY,2009,Audience Choice Award
27868,JACK SMIGHT,1962,Primetime Emmy
27871,PETER WERNER,1977,Oscar
27879,CHARLES LAUGHTON,1958,Oscar
27890,PIERRE BADEL,1986,7 d'Or
27891,ALAIN JESSUA,1967,Best Screenplay
27902,ROBERT TINNELL,2000,Children's Jury Award
27907,FREDDIE FRANCIS,1990,Oscar
27936,KATHI CASTILLO,1997,Annie
27937,TERRENCE MALICK,2012,Oscar
28027,VIRGINIE DESPENTES,2010,Grand Prize Chéries-Chéris
28031,JIMMY SANGSTER,1977,Golden Scroll
28033,DAVID J. SKAL,2011,Hall Of Fame Plaque
28034,WILLIAM BEAUDINE,1960,Star on the Walk of Fame
28035,CAO HAMBURGER,2013,ACIE Award
28072,MITCH MARCUS,1996,Audience Award
28074,JESÚS FRANCO,2009,Honorary Goya
28079,HOWARD W. KOCH,1990,Jean Hersholt Humanitarian Award
28087,SALVATORE MEREU,2014,Grand Jury Prize
28103,MARV NEWLAND,2010,Grand Prix
28111,OXIDE PANG CHUN,1998,Special Jury Award
28126,ADRIAAN LOKMAN,2012,The Annecy Cristal
28130,KINJI FUKASAKU,1985,Grand Prize
28160,KENTA FUKASAKU,2001,Award of the Japanese Academy
28162,GARY WALKOW,1987,Critics Award
28166,FRED OLEN RAY,2015,LAIFF January Award
28167,JEAN-CLAUDE LORD,1980,Genie
28169,CURT SIODMAK,1998,Berlinale Camera
28172,MIGUEL M. DELGADO,1946,Grand Prize of the Festival
28173,LARRY FESSENDEN,1997,Feature Film Award
28188,MARTY ALLEN,1966,Golden Laurel
28189,TED NEWSOM,2016,Rondo Statuette
28193,ALEC SOKOLOW,1996,Oscar
28199,GEORGE CLOONEY,2013,Oscar
28445,MARTYN BURKE,1999,Primetime Emmy
28450,SCOTT SHAW,1993,Best Director
28451,GILBERT W. TAYLOR,1980,Genie
28452,BENITO ALAZRAKI,1956,Special Ariel
28455,JEFF BURR,1986,Student Award
28460,DAVID DECOTEAU,2008,Hall of Fame
28461,STEVEN C. MILLER,2012,Audience Award
28463,DANIEL ACHT,2014,Young People's Jury Award
28467,DAN OLLMAN,2004,Audience Award
28468,ROBERT THALHEIM,2007,MFG Star
28479,JOSÉ ANTONIO NIEVES CONDE,1990,Honorary Award
28488,LUIGI ZAMPA,1966,Golden Berlin Bear
28504,NEJAT SAYDAM,1973,Golden Orange
28506,RAFAEL BALEDÓN,1957,Golden Lion
28507,RICHARD HARRIS,1991,Oscar
28533,ALBERTO BEVILACQUA,1971,Palme d'Or
28542,BRUCE A. EVANS,1987,Oscar
28546,EMILIO FERNÁNDEZ,1975,Golden Ariel
28574,JOHN GOLDSCHMIDT,1978,BAFTA TV Award
28589,PIERRE GRANIER-DEFERRE,1982,Interfilm Award - Otto Dibelius Film Award
28596,ANDRZEJ ŻUŁAWSKI,2000,Golden Swann
28614,FRANCIS GIROD,1988,Palme d'Or
28621,PIERS HAGGARD,1979,BAFTA TV Award
28626,SEAN ELLIS,2006,Oscar
28652,GEOFF MURPHY,1986,Best Direction
28655,MARIO MONICELLI,1966,Oscar
28711,KEN RUSSELL,1971,Oscar
28736,THORSTEN WETTCKE,2013,Adolf Grimme Award
28740,W.S. VAN DYKE,1937,Oscar
28745,ISABELLE STEVER,2016,Jury Award
28750,JO BAIER,2007,Audience Award of the 'Marl Group'
28769,PASCALE FERRAN,1996,7 d'Or
28788,PERCY ADLON,1979,Adolf Grimme Award in Gold
28812,BERRY GORDY,1996,Star on the Walk of Fame
28813,ARMIN VÖLCKERS,2007,Audience Award
28815,DOMINIQUE OTHENIN-GIRARD,1998,3Sat Audience Award
28818,DENNIS DUGAN,2013,EDA Special Mention Award
28823,ERIK CANUEL,2015,Canadian Screen Award
28833,ANTHONY ASQUITH,1951,Bronze Berlin Bear
28843,BRITTA WAUER,2005,Adolf Grimme Award
28846,DOUGLAS MCGRATH,1995,Oscar
28856,ROLAND SUSO RICHTER,2002,Golden Poznan Goat
28886,CURTIS BERNHARDT,1964,Boxoffice Blue Ribbon Award
28891,TOBE HOOPER,1983,Saturn Award
28902,SHIRÔ MORITANI,1978,Award of the Japanese Academy
28904,JAMES MERENDINO,2000,Independent Spirit Award
28908,RENÉ CLAIR,1958,Bodil
28923,DON CHAFFEY,1974,Golden Berlin Bear
28924,HAL ROACH,1984,Honorary Award
28934,ERNEST B. SCHOEDSACK,2006,DVDX Award
28937,WILLIAM CAMERON MENZIES,1940,Honorary Award
28942,DANNY CANNON,2004,Primetime Emmy
28950,GILLIES MACKINNON,1993,BAFTA TV Award
28966,FREDERICK STEPHANI,1948,Oscar
28967,SCOTT HICKS,1997,Oscar
28991,CARMINE GALLONE,1942,Biennale Award
29002,CLIVE DONNER,1977,BAFTA TV Award
29006,MARK CHRISTOPHER,1996,Teddy
29014,HARALD REINL,1971,Oscar
29016,PAUL MARTIN,1951,Grand Prize of the Festival
29017,GILLES GRANGIER,1959,Golden Berlin Bear
29018,GIORGIO FERRONI,1938,Plate
29020,GIORGIO CAPITANI,2006,La Chioma di Berenice
29021,PIERRE CHENAL,1985,Special Award
29024,MICHELE LUPO,1981,Golden Gryphon
29025,JORGE GRAU,1975,CEC Award
29030,WINFRIED OELSNER,2003,Young Talent Promotional Award
29032,KANETO SHINDÔ,2012,Asian Film Award
29072,CHARLES VIDOR,1946,Silver Condor
29077,FORD BEEBE,1941,Hugo
29078,BEN TURPIN,1960,Star on the Walk of Fame
29079,DOMINIK REDING,2000,Special Jury Prize
29088,DANIEL SÁNCHEZ ARÉVALO,2007,City of Alcalá Award
29124,RAFAEL MARZIANO TINOCO,1994,Gold Award
29125,BERTRAND BLIER,1996,Golden Berlin Bear
29150,MARCO FERRERI,1993,Golden Berlin Bear
29190,MIKE MARZUK,2013,Audience Award
29196,JUSTUS VON DOHNÁNYI,2012,Adolf Grimme Award
29203,EDWARD BERNDS,1957,Oscar
29205,ANDREA PORPORATI,2001,Grand Prix
29211,MARCO S. PUCCIONI,2007,Grand Prix
29227,TREY PARKER,2000,Oscar
29267,HENRY BEAN,2003,CFCA Award
29277,HENRI VERNEUIL,1956,Oscar
29285,HOWARD ZIEFF,1979,Stinker Award
29286,PHILIPPE DE BROCA,1965,Oscar
29295,HANS W. GEISSENDÖRFER,2001,Adolf Grimme Award in Gold
